Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1,9,0,0,632,3,3,3,3,2,3,4,2,5,3,5,3,80,88.0,0
1,31,1,0,173,2,1,2,2,2,2,2,2,3,2,4,2,120,114.0,0
1,17,0,0,1865,1,1,4,1,4,4,4,1,2,4,2,4,13,5.0,0
1,55,0,2,1660,1,1,2,4,5,3,3,1,5,3,3,4,3,2.0,0
0,24,1,0,1009,2,2,5,2,5,5,5,3,4,3,4,5,34,43.0,0
1,36,1,0,547,2,3,2,2,2,2,3,4,4,1,4,2,1,0.0,0
1,17,0,0,409,3,3,1,3,1,1,2,4,2,4,4,1,3,0.0,0
1,52,0,0,1844,2,2,2,1,1,5,4,5,4,1,5,1,98,214.0,0
0,22,1,0,89,3,3,1,3,1,1,1,4,5,4,5,1,0,3.0,0
1,43,1,0,1121,1,2,1,1,1,1,2,4,4,1,3,1,192,185.0,0
1,35,1,0,508,2,2,2,2,2,2,3,3,3,2,3,2,165,156.0,0
1,52,1,0,409,4,3,4,4,4,4,4,3,2,1,2,4,69,82.0,0
0,25,1,0,551,3,4,4,4,4,4,2,1,3,1,2,4,0,0.0,0
1,48,0,1,2311,2,2,2,4,5,3,3,2,3,4,3,4,38,22.0,0
0,17,1,0,936,2,2,2,2,2,2,2,5,3,1,4,2,0,0.0,0
1,16,0,0,913,2,1,1,1,1,1,1,1,3,4,4,1,0,0.0,0
0,66,1,0,376,3,3,1,3,1,1,4,4,4,2,1,1,0,0.0,0
1,17,0,0,152,4,4,5,4,5,5,3,4,5,5,4,5,11,11.0,0
1,34,0,0,328,3,3,4,3,3,4,2,5,4,3,3,4,0,0.0,0
1,49,1,2,3240,1,5,3,3,3,1,1,1,1,1,1,2,0,15.0,0
1,40,1,2,1142,3,5,4,4,4,3,3,3,3,2,3,1,0,2.0,0
1,59,0,0,645,2,2,1,2,1,1,2,3,2,2,3,1,0,0.0,0
0,25,1,2,733,1,2,4,2,4,4,4,2,5,3,5,4,0,0.0,0
0,65,1,0,420,3,3,4,3,4,4,5,1,3,5,3,4,35,45.0,0
1,69,1,2,420,3,5,4,3,2,3,3,3,3,1,3,1,0,42.0,0
1,60,1,1,946,2,1,5,4,3,2,2,2,2,4,2,4,0,0.0,0
1,32,1,2,321,3,5,3,3,3,3,1,2,4,2,4,3,0,12.0,0
1,33,1,2,1874,1,2,1,1,1,1,1,2,2,1,4,1,103,89.0,0
1,8,0,0,236,3,3,4,3,4,4,5,3,1,1,3,4,22,3.0,0
0,28,1,0,2300,2,3,2,2,2,1,1,2,3,2,2,2,0,0.0,0
1,33,1,1,883,1,1,1,1,1,1,3,2,4,1,3,1,0,0.0,0
0,29,1,2,775,3,4,1,4,1,1,3,5,4,4,5,1,46,77.0,0
1,13,0,0,994,2,2,2,2,2,2,3,5,5,5,5,2,0,8.0,0
1,46,0,1,954,2,2,2,5,4,4,4,2,4,3,4,3,0,0.0,0
0,26,1,2,468,1,1,5,1,5,5,3,5,5,3,5,5,0,0.0,0
1,15,0,0,1609,2,2,4,2,4,4,4,4,4,5,4,4,0,0.0,0
1,79,1,2,163,3,1,2,3,3,1,1,2,3,3,1,3,0,0.0,0
0,23,1,0,309,2,2,3,2,5,3,5,5,5,3,4,3,63,75.0,0
0,48,1,0,2306,3,3,1,3,1,1,3,1,4,4,2,1,0,0.0,0
1,45,0,0,1013,1,1,4,4,3,1,1,1,1,4,1,1,10,10.0,0
1,63,0,0,358,3,3,2,3,2,2,4,1,3,1,2,2,1,0.0,0
1,9,0,0,509,1,4,1,4,5,1,4,5,5,3,5,1,1,0.0,0
1,32,0,2,227,1,1,5,1,5,5,5,3,5,3,5,5,0,0.0,0
0,25,1,2,630,1,1,5,1,5,5,3,3,4,5,4,5,0,0.0,0
1,45,0,0,802,3,3,2,3,4,2,3,3,1,1,1,2,110,113.0,0
1,14,0,0,1045,3,3,5,3,5,5,3,3,3,4,3,5,5,0.0,0
1,52,1,0,2422,3,3,3,3,3,1,1,3,4,3,4,3,0,0.0,0
1,35,0,0,89,4,0,3,0,3,3,3,2,5,4,5,3,0,0.0,0
1,69,0,0,2065,2,2,5,4,4,1,1,2,1,4,1,4,50,42.0,0
1,56,0,0,214,3,0,1,0,1,1,1,5,3,1,4,1,0,0.0,0
1,37,1,2,772,2,3,4,3,3,2,2,1,2,4,2,2,0,0.0,0
1,66,0,0,1598,1,1,2,1,2,2,4,2,4,5,5,2,120,97.0,0
1,66,0,0,948,3,3,1,2,3,1,1,3,1,1,1,4,0,0.0,0
0,49,1,2,762,3,3,5,3,4,5,4,5,5,5,4,5,0,4.0,0
1,57,1,0,350,3,4,5,3,4,3,3,3,3,2,3,2,0,0.0,0
1,38,1,2,1886,2,3,5,1,2,2,2,3,2,3,2,3,67,90.0,0
1,43,0,0,259,2,2,1,1,4,2,2,2,2,4,2,5,0,0.0,0
1,24,1,0,737,1,1,1,1,1,1,2,5,3,4,3,1,73,49.0,0
1,59,1,0,422,3,1,4,4,4,3,3,3,3,1,3,2,0,0.0,0
1,66,0,0,595,2,2,5,2,5,5,4,1,4,1,4,5,0,0.0,0
1,39,0,0,409,2,2,2,2,2,2,3,4,5,3,4,2,0,0.0,0
0,14,1,0,920,2,2,4,2,4,4,5,2,4,5,4,4,0,0.0,0
1,7,0,0,562,1,1,2,1,5,2,5,2,5,4,5,2,0,2.0,0
1,47,0,0,168,4,0,2,0,2,2,4,3,4,4,5,2,0,8.0,0
1,43,0,0,502,1,1,3,5,5,5,5,1,3,5,5,5,0,0.0,0
1,7,0,2,1605,2,2,3,2,3,3,3,4,4,3,4,3,0,0.0,0
1,33,1,2,3254,1,5,3,1,2,1,1,1,1,3,1,1,36,35.0,0
1,47,1,2,2447,1,3,1,1,1,1,3,2,3,1,3,1,0,44.0,0
1,69,0,0,157,1,0,2,0,2,2,4,4,4,3,4,2,0,16.0,0
1,35,0,0,109,3,3,1,3,1,1,3,5,4,1,3,1,0,0.0,0
1,64,0,0,1182,2,2,4,2,4,4,3,3,4,4,4,4,0,2.0,0
1,50,0,0,191,2,2,2,2,3,2,4,4,5,4,5,2,0,7.0,0
0,23,1,2,285,2,2,1,2,1,1,4,2,3,2,2,1,95,85.0,0
1,8,0,0,289,2,2,1,2,1,1,4,5,5,4,4,1,0,0.0,0
0,34,1,1,927,3,3,3,3,3,3,3,3,2,2,5,3,0,0.0,0
0,24,1,0,96,2,1,1,1,1,1,3,4,1,1,2,1,0,0.0,0
1,9,0,0,1744,1,1,2,1,2,2,3,4,3,5,5,2,0,0.0,0
1,46,0,2,447,3,3,2,4,5,2,2,3,2,4,2,4,13,10.0,0
1,71,1,2,545,3,3,5,2,3,3,3,3,3,4,3,3,1,21.0,0
0,34,1,0,464,2,2,5,2,2,5,1,1,3,4,3,5,83,94.0,0
1,33,1,2,2771,1,5,4,3,1,4,3,1,4,1,4,4,0,0.0,0
1,50,0,0,2565,3,2,3,2,3,3,2,4,4,4,3,3,88,42.0,0
1,39,1,2,867,1,4,4,4,3,1,1,1,1,2,1,1,27,7.0,0
1,58,1,0,814,3,3,2,3,2,2,3,5,4,4,3,2,0,0.0,0
0,27,1,2,296,2,2,4,2,4,4,1,2,3,4,3,4,33,26.0,0
1,23,0,0,862,3,3,5,3,5,5,4,4,4,5,5,5,70,74.0,0
1,56,1,0,925,2,4,5,4,3,2,2,2,2,2,2,1,0,0.0,0
1,41,0,0,569,4,4,4,4,3,4,5,2,4,4,3,4,14,24.0,0
1,29,0,0,466,3,3,2,3,2,2,4,5,4,4,4,2,27,14.0,0
1,72,1,1,293,1,2,3,4,4,1,1,1,1,2,1,2,0,0.0,0
0,23,1,0,562,3,4,4,4,4,4,5,5,4,5,4,4,12,11.0,0
0,37,1,2,677,2,2,4,2,4,4,5,3,5,5,4,4,5,1.0,0
1,24,1,0,888,2,4,2,2,2,2,1,2,4,2,4,2,17,7.0,0
0,49,1,2,1726,2,2,2,2,2,4,4,2,3,2,4,2,133,147.0,0
1,48,1,2,448,3,3,3,3,4,3,3,3,3,3,3,1,13,2.0,0
0,32,1,0,772,2,2,2,5,5,4,3,3,3,5,2,5,126,135.0,0
0,44,1,2,409,3,3,3,3,3,3,3,4,5,4,4,3,0,0.0,0
1,69,0,0,531,1,1,3,4,4,1,1,1,1,4,1,3,0,0.0,0
1,25,0,0,258,2,2,2,2,2,4,3,3,2,2,3,2,247,307.0,0
1,48,0,0,3711,3,4,4,3,3,4,1,1,3,3,4,3,0,0.0,0
1,50,1,2,1521,2,5,4,2,3,2,2,2,2,2,2,4,17,0.0,0
1,67,0,0,255,2,2,1,2,1,1,4,4,4,2,4,1,0,0.0,0
0,21,1,0,691,4,4,2,4,2,2,2,1,1,2,1,2,0,0.0,0
1,32,1,2,666,5,4,5,4,5,5,1,3,2,4,3,5,72,53.0,0
1,69,0,0,543,2,2,4,2,4,4,3,3,4,4,1,4,9,0.0,0
1,33,0,0,372,3,3,3,3,3,3,1,4,1,2,2,3,0,0.0,0
0,33,1,0,199,4,4,3,4,3,3,2,2,3,2,3,3,6,0.0,0
1,23,0,1,1428,2,2,4,2,5,4,5,4,4,4,4,4,0,0.0,0
1,18,0,0,277,4,4,4,4,2,4,3,5,5,1,2,4,18,20.0,0
1,26,0,0,430,2,2,1,2,1,1,5,3,3,5,3,1,0,0.0,0
1,61,0,2,806,2,2,3,3,4,2,2,2,2,3,2,3,24,23.0,0
1,13,0,2,1069,3,3,4,3,4,4,3,3,5,3,5,4,30,37.0,0
0,39,1,2,423,3,3,3,3,4,3,4,4,5,3,4,3,1,0.0,0
1,60,0,0,407,2,4,1,4,1,1,1,1,4,4,3,1,14,12.0,0
0,26,1,2,366,2,2,1,2,1,1,3,5,4,3,4,1,1,0.0,0
1,53,1,2,2620,1,1,1,4,4,1,1,1,1,4,1,1,0,6.0,0
1,37,0,0,2227,3,3,4,3,4,4,3,5,4,5,5,4,0,0.0,0
1,41,1,1,606,1,5,1,1,1,4,5,3,3,1,2,1,157,145.0,0
1,19,0,0,589,2,2,2,2,2,2,1,5,3,5,2,2,0,0.0,0
1,20,0,0,1235,2,2,3,2,3,3,2,2,4,4,2,3,0,8.0,0
0,23,1,0,427,4,4,4,4,1,4,1,2,4,2,3,4,0,0.0,0
0,27,1,0,491,3,3,2,3,2,2,4,3,4,1,3,2,6,0.0,0
1,67,0,0,611,3,2,2,3,2,4,4,2,5,5,4,1,21,34.0,0
1,35,0,0,222,1,0,2,0,5,2,3,2,4,5,1,2,0,0.0,0
1,59,0,0,598,2,2,3,4,4,2,2,2,4,4,2,3,0,0.0,0
1,18,0,0,386,2,2,3,2,3,3,4,5,2,2,2,3,91,84.0,0
0,25,1,0,251,3,3,1,3,1,1,1,1,3,5,3,1,0,0.0,0
1,36,1,2,2329,4,2,4,4,4,4,1,4,4,4,4,4,0,13.0,0
0,29,1,1,1149,2,2,4,2,4,4,4,4,3,4,3,4,0,15.0,0
1,30,0,1,775,2,2,5,2,5,5,1,5,4,4,3,5,0,0.0,0
0,46,1,2,1211,3,3,3,3,3,3,4,5,5,3,4,3,9,0.0,0
1,36,1,0,516,2,3,2,2,2,2,3,4,3,3,4,2,1,0.0,0
1,62,0,0,1013,2,2,1,1,5,4,4,2,4,4,4,2,30,28.0,0
1,76,1,2,3316,1,5,2,3,3,2,2,2,1,4,2,2,0,0.0,0
0,85,1,2,899,2,2,2,3,3,2,3,4,4,3,3,3,0,0.0,0
1,65,0,1,2486,1,1,1,1,1,1,1,4,4,1,1,1,2,37.0,0
1,43,1,0,503,2,2,1,3,3,2,2,2,2,2,2,2,21,23.0,0
1,42,0,0,588,2,2,3,3,5,4,4,2,1,2,4,5,0,0.0,0
1,38,0,1,926,1,1,5,1,5,5,3,4,3,2,3,5,0,0.0,0
1,31,1,1,1874,2,1,2,3,2,2,1,2,2,2,3,2,1,24.0,0
1,33,0,0,1541,2,2,3,2,3,3,2,1,3,2,3,3,0,7.0,0
0,26,1,2,1092,3,3,5,3,5,5,3,3,5,4,4,5,0,0.0,0
1,63,0,0,945,2,2,4,4,4,2,2,2,2,3,2,1,0,0.0,0
1,53,0,0,802,3,3,2,2,5,4,4,3,4,3,4,2,0,0.0,0
0,23,1,0,590,3,3,1,3,1,1,1,3,2,4,3,1,16,7.0,0
0,22,1,0,763,3,3,1,3,1,1,2,1,3,3,3,1,0,0.0,0
1,69,0,1,2176,2,2,4,2,4,4,3,4,4,2,3,4,58,89.0,0
1,19,0,0,449,2,2,1,2,1,1,5,3,4,4,4,1,4,39.0,0
1,41,0,2,1205,2,2,3,2,3,2,2,2,2,2,2,1,10,14.0,0
1,24,1,2,2092,2,5,2,2,2,2,2,2,4,4,4,2,129,107.0,0
1,63,0,0,950,1,1,5,1,5,5,4,2,5,3,4,5,1,0.0,0
1,55,0,1,147,1,1,2,1,2,2,3,3,4,3,4,2,0,0.0,0
1,53,0,0,469,2,2,5,5,5,3,3,2,3,5,3,3,2,9.0,0
1,37,1,2,3577,2,2,2,4,3,2,2,2,2,4,2,4,23,26.0,0
0,30,1,0,448,2,2,3,2,3,3,3,3,3,1,4,3,0,0.0,0
0,48,1,2,247,1,1,4,1,4,4,5,5,4,3,4,4,0,0.0,0
1,57,1,2,337,3,4,3,3,4,3,3,3,3,4,3,2,4,4.0,0
1,38,0,0,867,3,3,4,3,5,4,2,1,4,3,3,4,0,0.0,0
1,37,0,0,272,2,4,3,4,3,3,4,4,1,4,2,3,0,0.0,0
1,55,0,0,484,1,1,5,5,5,2,2,1,2,5,2,3,1,44.0,0
1,51,0,0,436,3,3,5,3,5,5,4,3,4,3,5,5,0,0.0,0
1,11,0,1,590,1,1,4,1,4,4,5,1,4,5,5,4,29,28.0,0
1,60,1,0,696,2,2,2,2,2,2,3,5,4,4,4,2,36,37.0,0
1,35,1,2,3212,3,4,1,2,3,3,3,3,3,2,3,1,6,26.0,0
1,48,1,2,1868,2,3,4,4,3,2,2,2,2,2,2,4,0,0.0,0
1,29,0,0,406,2,5,5,5,4,5,3,2,5,5,5,5,0,2.0,0
1,59,1,1,1121,3,4,3,3,3,3,4,5,2,4,3,3,0,0.0,0
0,32,1,0,786,2,3,2,3,4,2,3,3,4,1,3,2,0,0.0,0
0,26,1,1,143,3,3,4,3,4,4,3,4,5,1,4,4,0,0.0,0
1,44,0,0,1050,4,4,4,4,1,4,4,4,4,3,4,4,0,0.0,0
1,37,1,2,1069,1,2,3,4,3,1,1,1,1,4,1,1,2,26.0,0
1,8,0,0,1452,4,4,4,4,4,4,1,3,4,3,4,4,0,0.0,0
1,61,0,0,1496,3,3,3,3,3,3,4,1,4,1,3,3,0,0.0,0
1,57,1,1,397,3,5,1,3,4,3,3,3,3,3,3,3,0,0.0,0
1,32,0,0,433,1,1,1,1,1,1,3,2,2,3,2,1,0,0.0,0
1,45,1,1,413,2,5,2,2,2,2,2,3,3,1,4,2,0,0.0,0
1,47,1,2,2994,4,3,5,4,3,4,4,4,4,1,4,1,13,13.0,0
1,33,1,1,2342,4,3,4,3,4,4,1,4,3,4,3,4,0,0.0,0
1,7,0,0,236,1,1,5,1,5,5,3,5,5,5,4,5,0,0.0,0
0,25,1,0,817,3,3,4,3,4,4,4,2,4,1,4,4,0,0.0,0
1,16,0,0,936,2,2,4,2,3,4,1,5,4,2,3,4,0,0.0,0
0,59,1,0,682,3,3,2,3,2,2,3,5,1,1,2,2,0,4.0,0
1,42,0,2,338,2,2,2,3,2,2,2,2,2,5,2,2,0,0.0,0
1,43,1,2,3653,1,1,2,4,4,1,1,2,1,2,1,2,13,8.0,0
1,47,1,0,1126,3,4,3,3,3,3,3,3,3,3,3,3,0,0.0,0
1,38,0,0,2288,1,1,5,1,5,5,3,3,3,1,4,5,0,0.0,0
1,48,0,2,1912,2,2,4,5,5,2,2,2,2,5,2,3,0,0.0,0
1,63,0,2,978,3,3,3,5,4,4,4,3,4,3,4,3,0,0.0,0
1,62,0,0,594,4,4,4,4,4,4,4,1,3,1,4,4,105,92.0,0
1,27,1,0,583,3,3,3,2,3,3,1,4,4,1,3,3,0,0.0,0
1,24,0,0,534,3,2,4,2,1,4,5,2,5,3,4,4,0,9.0,0
1,44,0,2,432,3,3,3,4,4,1,1,3,1,4,1,1,50,38.0,0
1,34,0,0,391,2,2,5,2,5,5,4,5,5,5,4,5,0,0.0,0
1,59,0,1,187,1,1,1,1,4,1,1,4,4,2,4,1,25,44.0,0
1,23,0,1,1149,2,2,3,2,2,3,4,4,4,4,5,3,0,0.0,0
0,27,1,0,1388,1,1,1,1,1,1,4,4,3,3,3,1,0,12.0,0
1,34,0,1,667,1,1,5,1,5,5,4,3,5,4,4,5,3,2.0,0
0,8,1,2,1546,3,3,3,3,3,3,4,5,5,5,4,3,4,0.0,0
1,35,0,0,129,2,0,4,0,5,4,4,2,4,4,4,4,0,3.0,0
0,36,1,2,759,4,4,5,4,5,5,4,2,4,4,5,5,0,0.0,0
1,37,1,2,3244,1,3,5,4,4,1,1,1,1,3,1,3,114,102.0,0
1,48,1,0,509,2,1,2,2,2,2,4,3,3,3,4,2,0,11.0,0
1,24,1,2,2053,2,5,2,2,2,2,4,1,4,3,4,2,0,0.0,0
1,36,0,0,551,2,2,4,2,4,4,2,2,5,3,3,4,0,8.0,0
1,41,0,0,216,4,4,3,4,4,3,3,4,3,3,1,3,25,20.0,0
1,58,0,0,588,1,1,2,4,5,2,2,1,2,3,2,4,26,13.0,0
1,65,0,1,931,3,3,5,4,5,5,5,3,5,5,5,3,11,39.0,0
1,65,0,0,589,3,3,4,3,5,4,4,3,3,2,3,4,23,34.0,0
0,26,1,0,1044,3,3,2,3,2,2,4,4,5,2,3,2,3,0.0,0
0,22,1,0,666,3,3,2,3,2,2,4,5,4,5,4,2,1,0.0,0
1,67,1,2,3319,2,4,2,2,2,1,3,3,4,2,3,2,186,199.0,0
0,18,1,0,590,1,1,1,1,1,1,3,1,3,4,4,1,40,43.0,0
1,47,0,0,319,3,3,2,3,2,2,5,2,4,2,5,2,0,0.0,0
1,38,0,0,987,1,0,2,0,2,2,5,4,4,3,4,2,0,0.0,0
1,35,1,0,482,1,3,1,1,1,1,3,5,3,3,3,1,0,0.0,0
1,58,0,0,1262,2,1,3,4,5,3,3,1,3,4,3,5,0,3.0,0
1,7,0,0,1157,2,2,1,2,1,1,3,5,4,3,4,1,0,0.0,0
1,29,0,0,907,2,2,2,2,2,2,5,5,5,3,4,2,0,1.0,0
0,25,1,2,197,3,3,3,3,3,3,5,4,5,3,5,3,0,0.0,0
1,33,1,0,990,4,5,4,4,4,4,2,3,2,4,2,4,6,8.0,0
1,59,0,0,946,4,4,5,4,5,5,1,5,4,1,3,5,80,81.0,0
1,31,1,2,1693,3,2,2,2,3,2,4,2,4,1,4,2,110,99.0,0
0,46,1,2,1092,3,3,5,3,5,5,4,5,5,5,5,5,24,17.0,0
1,15,0,0,342,3,3,2,3,1,2,4,2,3,4,4,2,9,8.0,0
1,13,0,0,448,3,3,5,3,5,5,4,5,4,4,5,5,0,0.0,0
1,12,0,0,971,1,1,3,1,5,3,1,5,4,4,3,3,11,0.0,0
0,22,1,0,196,2,3,2,3,2,2,5,5,4,5,4,2,0,0.0,0
0,21,1,0,102,2,3,5,3,5,5,3,2,5,2,5,5,5,2.0,0
1,16,0,0,2139,2,2,1,2,1,1,5,5,5,5,4,1,0,0.0,0
0,42,1,2,849,1,1,1,1,1,1,4,5,5,5,4,1,105,95.0,0
1,63,0,0,1846,1,2,4,2,4,4,4,4,4,3,4,4,0,0.0,0
0,72,1,2,1166,3,3,2,3,4,2,4,3,3,4,3,2,0,0.0,0
0,12,1,0,1075,1,1,1,1,1,1,2,2,3,3,3,1,9,0.0,0
1,45,0,0,1121,1,1,2,5,4,4,4,1,2,3,4,5,0,13.0,0
1,26,0,0,226,1,1,2,1,3,2,4,5,5,5,5,2,0,0.0,0
1,65,0,1,157,2,2,4,2,3,4,3,3,5,3,4,4,71,73.0,0
1,11,0,0,2586,1,1,1,1,1,1,3,2,4,4,3,1,40,39.0,0
0,27,1,0,711,1,1,1,1,2,1,4,1,3,2,3,1,0,0.0,0
1,47,0,0,391,3,3,1,3,1,1,1,4,4,5,3,1,11,28.0,0
1,9,0,0,342,1,1,2,1,2,2,4,4,5,3,5,2,78,77.0,0
1,29,0,1,479,3,3,1,3,1,1,4,4,4,5,4,1,0,3.0,0
1,30,0,0,528,2,2,4,2,4,4,3,5,4,3,4,4,0,8.0,0
1,19,0,0,1020,3,4,4,4,4,4,4,2,4,2,2,4,0,0.0,0
1,53,1,2,223,2,5,3,4,4,2,2,3,2,4,2,3,24,23.0,0
1,16,1,2,2704,4,4,4,4,4,4,2,2,3,2,4,4,36,30.0,0
1,37,1,2,2346,4,2,2,4,3,4,4,4,4,1,4,2,0,0.0,0
1,37,1,2,3277,3,3,3,4,4,3,3,3,3,4,3,2,1,0.0,0
1,43,0,0,640,3,4,5,4,5,1,1,4,1,4,1,3,0,0.0,0
0,23,1,0,240,3,3,4,3,3,4,3,4,4,1,4,4,0,0.0,0
1,33,1,2,2367,3,3,3,2,2,3,3,3,3,4,3,3,0,15.0,0
1,44,0,0,805,4,4,1,4,3,1,1,4,1,3,1,1,15,16.0,0
1,66,0,0,1400,2,2,2,2,2,2,3,2,5,5,4,2,0,0.0,0
1,15,0,0,1464,1,1,3,1,3,3,5,4,4,4,5,3,45,74.0,0
1,20,0,0,456,3,3,4,3,4,4,4,5,4,5,5,4,0,0.0,0
1,26,0,0,429,3,5,2,5,2,2,3,5,2,4,3,2,0,1.0,0
1,32,0,0,1023,2,2,2,3,3,3,5,5,4,3,3,3,156,152.0,0
1,25,0,0,293,2,2,2,2,2,2,3,5,5,3,5,2,33,34.0,0
0,28,1,0,646,3,3,3,3,5,3,4,2,4,3,4,3,0,0.0,0
1,40,0,0,1500,2,2,3,2,3,3,3,4,5,3,5,3,4,0.0,0
0,24,1,0,300,4,4,4,4,4,4,3,4,3,1,5,4,0,0.0,0
1,15,0,0,1846,2,1,2,1,4,2,3,3,4,3,5,2,1,0.0,0
0,16,1,0,577,2,2,1,2,1,1,4,3,3,4,3,1,2,18.0,0
1,49,0,0,817,3,3,4,2,4,3,3,3,3,4,3,4,2,0.0,0
1,24,0,1,1728,1,1,1,3,3,2,1,1,1,3,3,3,201,208.0,0
0,25,1,2,594,3,3,5,3,5,5,3,2,4,4,4,5,0,8.0,0
1,30,1,2,3838,3,1,3,3,3,3,4,2,3,3,3,3,42,48.0,0
1,46,1,0,964,4,1,4,4,4,4,2,2,4,3,4,4,3,4.0,0
0,21,1,0,590,3,3,3,1,1,5,5,5,4,1,4,1,138,143.0,0
1,57,0,0,1243,2,2,2,4,4,1,1,2,1,5,1,3,29,22.0,0
1,48,0,0,948,4,4,2,4,4,3,3,4,3,1,3,4,3,0.0,0
0,10,1,1,2588,1,1,1,5,5,2,4,4,2,5,2,5,0,0.0,0
0,58,1,0,390,2,2,2,2,4,2,2,4,4,2,3,2,0,0.0,0
1,57,0,0,207,1,0,5,3,2,2,2,0,2,4,2,4,9,20.0,0
1,26,0,0,416,3,1,1,1,5,1,3,1,3,2,5,1,0,6.0,0
1,47,0,2,452,1,1,1,3,3,5,3,5,5,3,5,3,210,192.0,0
1,10,0,0,74,1,1,2,1,2,2,5,5,4,4,5,2,0,0.0,0
1,13,0,0,399,3,3,1,3,1,1,3,4,4,3,4,1,0,0.0,0
1,24,0,0,448,2,2,3,2,3,3,4,5,4,4,5,3,0,0.0,0
1,50,1,2,971,1,4,5,4,4,1,1,1,1,1,1,2,4,16.0,0
0,64,1,2,345,2,2,5,2,5,5,5,2,5,5,4,5,0,0.0,0
1,25,0,0,369,4,4,4,4,4,4,3,4,4,2,5,4,0,0.0,0
1,21,0,0,1431,2,1,2,1,1,2,3,5,1,5,5,2,6,17.0,0
1,70,0,1,842,2,2,2,5,5,5,5,2,5,3,5,3,0,0.0,0
1,31,0,0,255,3,3,3,1,1,5,3,3,1,1,4,1,164,156.0,0
0,28,1,2,1258,2,2,2,2,2,2,3,5,4,4,4,2,0,0.0,0
0,28,1,2,413,3,3,5,3,5,5,5,4,5,4,4,5,5,0.0,0
0,36,1,0,954,2,2,3,2,3,3,2,2,3,1,3,3,0,5.0,0
1,26,1,2,3043,2,2,2,2,2,2,4,4,1,2,2,2,8,8.0,0
1,52,1,0,299,4,3,2,2,2,4,4,4,4,2,4,4,6,5.0,0
1,19,0,0,403,2,5,2,5,1,2,4,4,4,3,4,2,0,0.0,0
1,35,1,2,3243,3,4,5,4,4,3,3,3,3,3,3,3,24,38.0,0
1,63,0,2,489,4,4,5,4,4,2,2,4,2,4,2,3,25,22.0,0
0,30,1,0,191,3,3,3,3,3,3,2,1,3,4,1,3,19,10.0,0
0,41,1,2,488,2,1,4,4,4,4,4,5,3,2,4,4,18,13.0,0
0,65,1,0,262,3,3,1,3,1,1,3,4,3,1,3,1,0,0.0,0
1,70,0,0,164,3,3,2,5,4,1,1,3,1,5,1,3,0,9.0,0
0,30,1,0,187,1,1,4,1,3,4,2,4,4,2,3,4,21,17.0,0
1,54,0,0,363,1,0,5,4,3,1,1,0,1,2,1,4,5,5.0,0
1,47,0,0,363,4,4,4,4,4,4,5,4,4,5,5,4,6,14.0,0
1,50,1,0,502,3,2,5,3,4,3,3,3,3,3,3,2,0,0.0,0
1,37,0,0,106,4,4,1,4,2,1,3,3,4,5,4,1,0,10.0,0
1,53,1,2,3693,1,1,1,4,3,1,1,1,1,1,1,3,0,0.0,0
1,32,0,1,1192,2,2,4,2,4,4,3,5,4,3,4,4,0,2.0,0
1,55,1,2,964,2,2,3,4,3,2,2,2,2,3,2,4,2,0.0,0
1,56,0,0,236,3,3,1,3,1,1,3,2,4,3,5,1,0,0.0,0
1,72,1,0,502,1,4,3,3,3,1,1,1,1,2,1,2,6,0.0,0
0,11,1,0,896,1,1,5,1,5,5,3,3,3,1,3,5,17,15.0,0
1,60,0,0,226,2,2,4,5,5,5,5,2,2,4,5,3,0,0.0,0
1,42,0,0,361,1,1,3,1,3,3,3,3,4,3,4,3,0,0.0,0
1,55,0,0,1372,4,4,4,4,2,4,3,5,5,5,5,4,0,0.0,0
1,43,1,2,1979,4,4,3,3,4,4,4,4,4,1,4,2,0,0.0,0
1,13,0,0,1017,4,4,4,4,4,4,1,5,3,3,3,4,0,0.0,0
1,35,0,2,328,1,1,5,5,5,3,3,1,3,5,3,4,17,17.0,0
1,31,0,1,956,1,2,2,3,5,3,3,4,5,5,5,5,136,134.0,0
0,17,1,0,1072,3,3,5,3,5,5,1,2,5,3,1,5,0,2.0,0
1,43,1,1,588,2,4,2,2,2,2,4,3,3,2,4,2,4,0.0,0
1,57,0,0,925,1,1,5,1,1,5,2,4,4,3,4,5,6,11.0,0
0,20,1,0,589,2,2,3,2,3,3,1,2,1,2,3,3,20,0.0,0
1,51,0,0,580,1,1,3,4,4,2,2,1,2,3,2,4,56,50.0,0
1,34,1,2,1938,3,5,3,3,3,4,2,3,3,3,4,3,176,167.0,0
1,13,0,0,409,2,2,4,2,4,4,4,2,4,3,5,4,0,0.0,0
0,49,1,1,802,3,3,1,3,1,1,1,5,3,4,2,1,2,9.0,0
1,38,0,0,1197,2,2,4,2,4,4,5,2,3,3,4,4,0,0.0,0
1,61,0,0,597,3,3,1,5,5,5,5,3,5,4,5,5,19,7.0,0
1,54,1,0,550,3,2,3,3,3,3,4,5,3,4,2,3,0,0.0,0
0,21,1,0,293,2,2,2,2,2,2,1,1,3,3,3,2,28,13.0,0
0,26,1,2,1096,4,4,1,4,1,1,1,2,4,1,3,1,0,0.0,0
