no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,arrival_month,market_segment_type,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,1,1,0,8,11,0,0,130.0,0,0
2,0,0,2,2,0,14,9,0,0,82.0,0,0
2,0,0,3,1,0,7,3,0,0,80.0,0,0
2,1,1,0,1,0,8,8,1,0,171.0,1,0
2,0,0,4,1,0,47,8,1,0,109.8,2,0
3,0,0,3,1,0,103,12,0,0,113.05,1,0
1,0,0,1,1,0,0,4,2,1,65.0,0,0
2,0,2,1,2,0,131,8,0,0,94.5,0,0
2,0,2,3,1,0,61,12,1,0,88.4,0,0
2,0,2,3,1,0,16,12,1,0,77.53,0,0
2,0,1,3,1,0,78,12,0,0,169.91,1,0
2,0,1,1,1,0,3,8,2,0,100.0,0,0
2,0,1,3,1,0,25,3,0,0,87.0,0,0
2,0,0,1,1,0,2,1,2,1,75.0,0,0
2,1,2,1,1,0,221,10,0,0,77.5,0,0
2,0,1,0,1,0,17,10,1,0,126.0,1,0
3,0,0,2,1,0,29,10,1,0,186.2,3,0
2,0,1,0,1,0,5,5,1,0,155.0,1,0
2,0,1,0,0,0,0,5,1,0,99.0,0,0
2,0,2,1,0,0,22,1,1,0,65.75,0,0
1,0,1,0,0,0,21,9,1,0,87.01,1,0
2,1,2,2,1,0,21,8,1,0,160.0,2,0
2,1,1,4,1,0,69,4,1,0,108.53,2,0
1,0,2,2,1,0,169,4,0,0,63.5,0,0
2,0,1,2,1,0,94,11,1,0,65.45,2,0
2,0,0,5,1,0,116,7,1,0,109.25,1,0
3,0,0,3,1,0,113,7,1,0,137.7,2,0
2,0,0,1,0,0,65,10,1,0,80.1,2,0
2,0,0,1,0,0,1,8,1,0,137.0,2,0
2,0,1,3,1,0,47,10,0,0,72.36,1,0
2,0,1,1,1,0,25,8,0,0,76.5,0,0
2,0,1,0,0,0,0,10,1,0,114.0,0,0
1,0,1,2,1,0,19,9,1,0,117.81,1,0
1,0,1,2,1,0,7,1,1,0,83.0,0,0
2,0,0,3,1,0,11,6,1,0,152.67,1,0
2,0,1,0,0,0,180,11,1,0,54.75,2,0
3,0,1,5,1,0,7,6,1,0,182.0,0,0
2,0,0,1,1,0,8,6,1,0,129.2,3,0
2,0,0,2,1,0,86,9,0,0,105.0,0,0
1,0,0,2,2,0,39,8,0,0,87.0,0,0
3,0,0,1,1,0,12,8,0,0,138.0,0,0
2,0,0,3,1,0,44,11,1,0,93.33,1,0
2,0,2,2,1,0,77,5,1,0,134.85,1,0
0,2,0,3,1,0,40,1,1,0,6.0,1,0
2,0,0,2,0,0,121,7,1,0,112.5,1,0
2,0,1,1,1,0,61,10,0,0,72.24,1,0
2,0,0,1,2,0,55,4,0,0,104.0,0,0
2,0,2,1,1,0,62,7,1,0,105.3,1,0
2,0,1,2,2,1,15,2,0,0,111.8,0,0
2,0,0,4,1,0,49,12,0,0,71.0,0,0
1,0,0,2,1,0,3,6,0,0,95.0,0,0
2,0,0,1,1,0,56,6,0,0,120.0,0,0
2,0,0,2,1,0,141,9,1,0,123.8,1,0
2,1,1,4,1,0,50,2,1,0,69.57,2,0
1,0,0,1,1,0,7,2,1,0,86.0,1,0
1,0,1,0,1,0,18,6,2,1,65.0,1,0
1,0,0,1,1,1,0,4,2,1,67.0,0,0
2,1,1,0,1,0,16,6,1,0,134.8,1,0
3,0,2,2,1,0,30,6,0,0,111.6,1,0
2,0,2,3,2,0,22,12,1,0,198.88,2,0
2,0,1,4,1,1,17,6,1,0,144.84,1,0
2,0,1,3,1,0,4,11,1,0,87.78,0,0
2,0,1,1,0,0,47,5,0,0,76.5,0,0
2,0,1,0,0,0,21,9,1,0,89.0,2,0
2,0,0,1,0,0,2,1,1,0,69.5,0,0
2,0,2,1,1,0,42,4,1,0,118.8,0,0
2,0,1,0,1,0,12,10,0,0,72.0,0,0
2,1,1,1,1,1,27,8,1,0,195.5,2,0
2,0,2,2,0,0,9,1,1,0,68.4,0,0
2,0,0,3,0,0,8,1,1,0,69.5,0,0
2,0,1,4,2,0,26,4,0,0,133.8,0,0
2,0,1,4,1,0,29,3,0,0,87.0,0,0
1,0,0,3,1,0,37,10,0,0,95.0,0,0
2,0,0,2,1,0,93,6,0,0,80.75,1,0
2,0,0,1,1,0,6,2,1,0,70.07,1,0
1,0,0,2,0,0,2,6,1,0,104.0,1,0
1,0,1,1,1,0,12,10,0,0,85.6,2,0
2,0,0,2,1,0,17,10,0,0,48.0,0,0
1,0,1,0,1,0,24,11,2,0,65.0,0,0
2,0,2,0,1,0,24,6,1,0,94.35,3,0
1,0,1,0,0,0,3,5,1,0,135.8,1,0
1,0,1,0,1,0,141,9,0,0,80.0,0,0
2,0,0,3,1,0,65,10,0,0,72.25,0,0
2,0,1,2,1,0,29,3,0,0,87.0,0,0
2,0,0,3,1,0,20,10,1,0,196.0,2,0
2,0,2,4,1,0,3,9,1,0,162.5,0,0
2,0,2,1,1,0,18,10,0,0,85.0,0,0
1,0,0,1,1,0,15,2,2,0,80.0,0,0
2,0,2,2,1,0,30,2,1,0,89.3,1,0
2,0,1,2,1,0,7,6,1,0,134.33,1,0
2,0,1,3,1,0,62,2,1,0,65.66,1,0
2,2,2,2,1,0,21,11,1,0,147.9,2,0
2,0,0,1,1,0,79,4,1,0,109.8,1,0
3,0,0,1,1,0,160,7,0,0,96.9,1,0
1,0,0,3,2,0,36,10,0,0,91.0,0,0
2,0,1,2,1,0,16,4,1,0,136.0,1,0
1,0,0,1,1,0,1,1,2,1,66.0,0,0
2,0,0,1,2,0,48,9,0,0,104.0,0,0
2,0,1,2,1,0,36,2,1,0,82.7,1,0
2,0,0,3,1,0,146,12,0,0,75.0,0,0
2,0,0,1,2,0,1,9,0,1,108.0,0,0
1,0,0,1,1,0,22,7,0,0,126.0,0,0
2,0,0,2,0,0,35,10,1,0,109.0,2,0
2,0,1,4,1,0,23,12,1,1,69.0,0,0
1,0,0,2,2,0,257,7,0,0,80.0,0,0
2,0,2,2,1,0,40,9,1,0,94.5,2,0
2,0,2,2,1,0,25,10,1,0,84.0,2,0
2,0,2,3,1,0,25,4,1,0,111.4,2,0
2,0,0,2,2,0,63,9,0,0,116.0,0,0
2,0,1,2,1,0,135,9,0,0,90.0,0,0
2,0,2,0,1,0,61,10,0,0,91.0,0,0
1,0,2,1,1,0,41,3,2,0,70.33,0,0
2,0,0,1,0,0,4,2,1,0,81.0,0,0
2,0,1,2,1,0,56,9,0,0,185.0,0,0
2,0,0,3,1,0,71,5,0,0,90.0,0,0
2,0,2,1,0,0,43,3,1,0,88.2,1,0
2,0,1,3,1,0,58,4,1,0,99.45,0,0
2,1,1,3,1,0,230,8,1,0,72.75,1,0
1,0,0,1,1,0,99,2,2,0,81.0,0,0
2,0,0,4,1,0,97,12,0,0,61.0,0,0
1,0,0,1,1,0,0,9,4,1,0.0,4,0
1,0,0,1,1,0,0,9,1,0,170.0,0,0
2,0,2,5,1,0,108,4,1,0,74.89,0,0
2,0,0,1,1,0,40,6,1,0,108.9,1,0
1,2,1,0,1,0,36,7,1,0,161.1,2,0
2,0,0,1,1,0,2,6,1,0,91.0,1,0
1,0,2,1,1,0,4,11,2,0,65.0,0,0
2,0,0,2,1,0,122,4,0,0,85.0,0,0
2,0,2,5,1,0,32,10,0,0,85.0,0,0
2,0,1,2,0,0,9,12,1,0,78.0,0,0
1,0,0,3,1,0,40,6,1,0,94.5,0,0
2,0,0,4,1,0,47,11,1,0,91.8,2,0
2,0,1,3,1,0,42,1,0,0,60.0,1,0
2,0,0,4,1,0,55,11,0,0,60.0,1,0
1,0,2,5,0,0,124,5,1,0,78.95,0,0
2,0,0,2,1,0,19,9,1,0,139.13,1,0
1,0,0,1,1,1,52,10,2,1,67.0,0,0
2,0,0,2,2,0,102,10,0,0,109.0,0,0
2,0,2,2,1,0,64,9,1,0,103.95,1,0
1,0,0,2,1,0,1,10,0,0,100.0,0,0
1,0,1,2,1,0,118,6,0,0,110.0,0,0
2,0,0,1,2,0,83,9,0,0,112.2,0,0
1,0,0,1,1,0,75,12,2,0,65.0,0,0
1,0,0,1,1,0,17,10,0,0,95.0,0,0
1,0,0,2,1,0,14,5,1,0,97.75,1,0
2,0,0,1,0,1,58,12,1,0,88.2,2,0
2,0,1,3,1,0,30,9,1,0,94.5,2,0
1,0,2,1,0,0,24,12,1,0,88.0,2,0
2,0,0,4,1,0,0,8,0,0,95.0,0,0
2,0,1,2,1,0,98,9,0,0,80.75,0,0
1,0,0,2,2,0,80,10,0,0,108.0,0,0
2,0,0,1,0,0,1,8,1,0,107.03,0,0
2,0,2,2,1,0,6,11,1,0,91.0,3,0
2,0,2,1,1,0,124,10,1,0,118.8,2,0
2,0,0,3,1,0,132,7,0,0,72.25,0,0
2,0,0,3,1,0,35,3,1,0,63.06,1,0
2,0,1,1,1,0,35,10,1,0,113.85,1,0
2,0,2,3,1,0,232,10,1,0,66.53,1,0
2,0,2,1,1,0,9,12,1,0,65.91,0,0
2,0,1,1,1,0,180,5,0,0,100.0,1,0
1,0,3,5,1,0,116,2,0,0,90.38,0,0
2,0,2,2,1,0,244,10,1,0,90.95,2,0
2,0,0,2,1,0,15,7,0,0,118.15,2,0
2,2,0,1,1,0,44,7,1,0,131.4,1,0
1,0,2,2,1,0,9,3,0,0,54.74,0,0
2,0,0,0,1,0,18,11,1,0,0.0,1,0
2,0,0,1,2,0,71,10,1,0,153.0,2,0
2,0,2,2,1,0,23,4,0,0,95.0,2,0
2,0,0,3,1,0,4,9,1,0,249.0,1,0
2,0,0,1,1,0,11,9,1,0,143.2,0,0
2,0,1,2,1,0,62,11,0,0,75.0,0,0
2,0,0,0,1,0,12,8,1,0,0.0,1,0
2,0,0,3,1,0,12,8,2,0,65.0,0,0
2,0,1,3,1,0,69,4,1,0,110.08,1,0
2,0,1,0,1,0,22,3,1,0,91.0,1,0
2,0,1,0,0,0,0,5,1,0,89.0,0,0
2,2,1,2,1,0,79,4,1,0,162.3,2,0
2,0,0,1,2,0,83,9,0,0,112.2,0,0
2,0,0,1,0,0,4,8,1,0,119.0,1,0
2,0,0,1,1,0,0,8,1,0,99.0,0,0
2,0,0,2,1,0,17,3,2,0,80.0,1,0
1,0,0,2,1,0,2,12,2,1,67.0,1,0
1,0,0,2,1,0,8,3,0,0,64.4,0,0
2,0,1,2,1,0,15,9,1,1,164.0,0,0
2,0,0,4,1,1,1,6,1,0,150.0,1,0
2,0,0,3,1,0,59,11,0,0,60.0,0,0
2,0,2,3,1,0,62,4,0,0,76.0,1,0
1,0,1,0,1,0,24,11,1,0,96.0,0,0
1,0,2,3,1,0,219,9,0,0,74.0,0,0
2,1,2,2,1,0,103,4,1,0,70.03,0,0
2,0,0,1,0,0,4,1,1,1,77.0,1,0
2,0,0,3,1,0,40,1,1,0,77.55,1,0
2,0,0,5,1,0,116,1,0,0,70.0,0,0
1,0,2,1,1,0,24,12,1,0,104.0,1,0
2,0,0,2,1,0,124,6,1,0,105.3,1,0
2,0,1,3,1,0,109,12,0,0,43.5,2,0
1,0,0,1,1,0,7,12,2,1,65.0,0,0
2,0,2,3,1,0,155,7,0,0,72.25,0,0
2,0,2,4,1,0,11,4,1,0,130.33,0,0
2,1,2,4,1,0,64,4,1,0,115.03,2,0
3,0,0,2,1,0,67,11,0,0,105.0,0,0
2,0,0,1,1,0,37,5,1,0,108.11,1,0
1,0,0,3,1,0,2,11,0,0,120.0,0,0
2,0,0,2,1,0,4,3,1,0,146.0,1,0
2,0,0,1,1,0,0,8,1,0,90.0,0,0
3,0,2,1,1,0,83,7,0,0,96.9,1,0
1,0,0,3,0,0,35,11,1,0,85.5,2,0
2,0,1,3,1,0,100,5,1,0,136.0,1,0
2,0,1,3,1,0,6,12,1,0,88.35,1,0
2,0,2,3,1,0,131,6,1,0,105.74,1,0
2,0,0,2,1,0,3,8,1,0,151.0,1,0
3,0,2,2,1,0,8,4,1,0,144.5,1,0
2,0,1,1,1,0,96,10,1,0,118.8,3,0
2,0,2,2,1,0,81,5,1,0,119.85,2,0
1,0,0,1,1,0,1,4,2,0,65.0,0,0
2,0,0,3,1,0,131,8,0,0,87.03,3,0
2,0,2,0,1,0,4,4,1,0,77.77,1,0
2,0,0,1,1,0,4,9,1,0,145.0,2,0
2,0,0,2,1,0,36,11,1,0,149.0,3,0
2,0,2,3,1,0,212,5,0,0,78.0,1,0
2,0,1,3,1,0,332,9,1,0,77.23,2,0
1,0,1,2,1,0,57,6,0,0,75.33,1,0
1,0,1,2,0,0,6,5,0,0,85.0,0,0
2,0,2,5,1,0,19,12,1,0,121.2,2,0
2,0,2,1,1,0,34,11,0,0,60.0,0,0
3,0,1,4,1,0,2,2,1,0,133.6,1,0
2,0,0,4,1,0,76,12,1,0,88.4,2,0
1,0,1,2,1,0,256,9,1,0,0.0,0,0
2,0,2,5,1,0,113,5,1,0,137.21,2,0
2,0,2,1,1,0,26,10,0,0,75.0,0,0
3,0,0,3,1,0,8,9,0,0,113.0,2,0
1,0,1,0,0,0,7,10,2,0,80.0,0,0
2,0,1,2,1,0,101,10,1,0,118.8,1,0
2,0,2,0,1,0,35,3,1,0,100.1,1,0
2,2,0,0,1,0,36,7,1,0,0.0,3,0
2,0,1,2,1,0,74,12,0,0,145.1,0,0
1,0,2,5,1,0,14,5,1,0,131.7,1,0
2,0,0,3,1,0,84,10,1,0,90.9,1,0
2,0,1,0,0,0,3,10,1,0,87.78,1,0
1,0,1,5,1,0,14,12,1,0,76.78,0,0
2,0,0,3,1,0,36,11,0,0,75.0,0,0
2,0,0,3,1,0,105,10,0,0,75.0,0,0
2,0,2,1,1,0,244,10,1,0,68.25,1,0
2,0,1,1,1,0,64,9,1,0,98.55,3,0
1,0,0,1,1,0,99,2,2,0,81.0,0,0
3,0,1,3,1,0,120,5,1,0,140.59,2,0
2,0,1,3,0,0,239,10,1,0,80.75,1,0
2,0,2,0,1,0,61,10,0,0,91.0,0,0
2,0,0,1,1,0,31,2,2,0,77.0,0,0
2,0,1,3,1,0,60,10,0,0,65.0,1,0
2,0,2,1,1,0,80,5,1,0,140.4,1,0
2,0,1,3,1,0,104,7,1,0,123.3,2,0
1,0,0,2,1,0,2,5,1,0,136.85,1,0
2,0,1,1,0,0,130,5,1,0,116.1,1,0
2,0,0,1,1,0,8,9,1,0,133.0,0,0
2,0,0,1,1,0,47,6,1,0,96.3,1,0
2,0,2,2,1,0,226,10,0,0,70.0,1,0
2,0,0,2,1,0,1,2,1,0,102.0,1,0
1,0,1,1,1,0,1,2,1,0,85.0,0,0
2,0,2,2,1,0,11,10,0,0,88.5,0,0
1,0,0,2,1,0,64,5,2,0,130.0,0,0
1,0,0,1,1,0,6,7,0,0,114.4,0,0
2,0,1,2,0,0,86,12,1,0,79.2,1,0
2,2,2,3,1,0,67,7,0,0,106.25,0,0
2,0,1,1,1,1,4,12,2,0,77.0,1,0
2,0,0,4,1,1,119,6,1,0,128.85,0,0
2,0,2,0,0,0,0,8,1,0,96.0,0,0
1,0,0,2,1,0,14,10,0,0,100.0,0,0
3,0,2,2,1,0,3,12,1,0,110.5,1,0
2,0,0,1,1,0,43,11,1,0,108.0,2,0
2,0,0,1,1,0,0,9,1,0,124.0,0,0
2,0,1,1,1,0,32,6,1,0,103.35,1,0
2,0,2,3,1,0,7,1,1,0,71.6,0,0
2,1,1,1,1,0,111,8,0,0,99.28,0,0
2,0,0,1,0,0,1,8,1,0,158.0,2,0
1,0,2,2,1,0,54,10,0,0,66.5,0,0
2,0,1,3,1,0,24,6,1,0,107.1,1,0
1,0,2,0,2,0,132,7,1,0,90.9,1,0
2,0,0,1,1,0,84,7,1,0,76.5,2,0
2,0,0,4,1,0,47,4,1,0,114.33,1,0
2,0,2,1,1,0,110,4,1,0,93.3,0,0
2,0,1,2,1,0,133,3,0,0,84.33,1,0
2,0,0,1,1,0,65,4,1,0,118.8,0,0
2,0,0,1,1,0,21,10,0,0,85.0,1,0
3,0,0,1,1,0,102,5,1,0,159.3,1,0
3,0,0,3,1,0,98,4,0,0,115.6,1,0
2,0,1,3,1,0,224,6,1,0,73.37,1,0
2,0,0,3,2,0,7,2,0,0,116.0,1,0
2,0,1,3,1,0,282,12,1,0,83.3,1,0
2,0,0,1,0,0,3,9,1,0,129.0,3,0
2,0,1,4,1,0,48,9,1,0,154.98,2,0
1,0,0,3,0,0,2,5,1,0,87.78,0,0
2,0,1,2,1,0,80,11,1,0,94.6,1,0
2,0,2,2,1,0,10,12,1,0,89.89,1,0
2,0,2,2,1,0,174,8,1,0,99.45,1,0
2,0,2,5,0,0,60,7,1,0,60.27,0,0
1,0,1,3,2,0,28,10,1,0,205.0,1,0
2,0,1,1,1,0,109,8,0,0,72.25,0,0
2,0,0,4,0,0,9,12,1,0,95.2,1,0
2,0,2,4,1,0,28,11,1,0,96.9,3,0
1,0,2,1,1,0,130,10,1,0,104.4,2,0
2,0,2,2,1,0,117,6,1,0,83.83,1,0
3,0,2,2,1,0,26,3,1,0,172.0,2,0
2,1,0,1,1,0,0,12,2,0,107.0,0,0
2,1,0,1,1,0,45,6,1,0,125.1,2,0
1,0,2,2,1,0,77,4,1,0,72.25,0,0
1,0,0,3,1,0,151,1,0,0,80.0,0,0
1,0,0,1,1,0,0,6,4,0,0.0,0,0
3,0,0,2,1,0,29,10,1,0,201.25,3,0
2,0,0,2,2,0,63,9,0,0,116.0,0,0
2,0,2,3,1,0,78,3,1,0,82.45,0,0
2,0,0,2,1,0,31,5,1,0,108.9,1,0
2,0,0,1,2,0,55,4,0,0,104.0,0,0
3,0,1,2,1,0,91,9,0,0,110.0,0,0
1,0,0,1,0,0,1,12,1,0,79.5,2,0
2,0,1,2,1,0,90,3,1,0,96.3,0,0
1,0,2,7,1,0,3,12,1,0,67.5,0,0
1,0,1,2,0,0,6,10,1,0,87.78,1,0
2,0,0,1,1,0,0,6,1,0,139.0,0,0
2,0,1,2,1,0,84,10,1,0,89.25,2,0
2,0,0,1,1,0,76,11,1,0,93.6,1,0
2,0,0,1,1,0,55,4,0,0,80.0,0,0
1,0,0,1,1,0,46,3,0,0,59.32,0,0
1,0,0,1,1,0,16,3,2,0,75.0,0,0
2,0,2,2,1,0,134,12,0,0,65.0,0,0
3,0,1,0,1,0,89,7,1,0,137.7,2,0
2,0,0,2,2,0,0,8,0,0,109.0,0,0
2,0,2,2,1,0,179,7,1,0,90.95,1,0
2,0,2,0,1,0,5,9,2,1,100.0,0,0
3,0,1,4,0,0,100,7,1,0,98.83,2,0
1,0,1,0,1,0,4,5,0,0,96.0,0,0
2,0,1,2,2,0,127,6,1,0,128.88,2,0
2,0,0,2,0,0,142,7,1,0,85.5,1,0
1,0,0,1,1,0,99,2,2,0,81.0,0,0
1,0,1,2,1,0,219,9,0,0,76.67,0,0
2,0,0,1,0,0,13,4,1,0,89.0,0,0
2,2,2,3,1,0,14,10,1,0,199.8,1,0
2,0,1,2,1,0,87,9,1,0,89.25,1,0
1,0,0,1,1,0,8,11,1,0,94.0,0,0
1,0,0,2,1,0,32,11,0,0,73.0,0,0
3,0,2,1,1,0,23,12,1,0,154.0,1,0
2,0,2,2,1,0,208,6,0,0,80.24,2,0
2,0,0,3,1,0,33,10,0,0,83.16,0,0
2,0,0,1,1,0,0,4,1,0,131.0,0,0
2,2,0,1,1,0,0,12,1,0,174.0,0,0
2,0,0,3,1,0,76,7,1,0,76.5,2,0
2,0,2,1,0,0,43,12,1,0,88.0,2,0
2,0,2,2,0,0,75,7,1,0,99.0,1,0
2,0,0,3,0,0,24,10,1,0,119.0,2,0
2,0,0,1,1,1,0,8,1,0,133.0,1,0
2,0,0,2,1,0,0,12,4,0,0.0,0,0
2,0,0,2,1,0,55,11,1,0,102.6,1,0
1,0,0,1,1,0,61,10,1,0,80.75,1,0
2,0,0,2,0,0,7,4,1,0,119.0,1,0
2,1,2,5,1,1,42,8,1,0,135.0,2,0
1,0,1,2,1,0,82,4,1,0,81.9,0,0
2,0,1,4,1,0,39,2,1,0,98.1,1,0
1,0,0,1,0,0,36,10,1,0,102.6,2,0
3,0,1,2,1,0,4,8,0,0,155.6,1,0
2,0,0,2,1,0,55,3,1,0,78.3,1,0
2,0,0,3,1,0,37,10,0,0,105.0,0,0
1,0,0,1,1,0,7,3,0,0,97.0,0,0
1,0,2,2,1,0,115,2,0,0,76.0,0,0
2,0,2,3,1,0,134,5,1,0,99.45,1,0
2,0,0,1,1,0,65,9,1,0,98.1,0,0
2,2,0,1,1,0,4,8,1,0,153.0,1,0
2,0,2,2,1,0,153,7,1,0,99.45,1,0
1,0,2,2,1,0,55,6,1,0,133.65,1,0
1,0,1,3,1,0,29,12,1,0,88.4,0,0
2,0,1,5,2,0,94,3,0,0,110.75,1,0
2,0,0,4,1,0,270,4,0,0,80.0,0,0
2,1,0,2,1,0,42,8,1,0,152.1,1,0
2,0,1,5,1,0,8,10,0,0,85.0,0,0
2,0,1,3,1,0,95,5,1,0,132.6,1,0
2,0,1,4,2,0,37,11,1,0,99.48,3,0
2,1,2,3,1,0,66,9,1,0,119.16,2,0
2,0,0,3,1,0,56,6,1,0,76.92,1,0
1,0,0,2,1,0,298,5,0,0,76.0,0,0
1,0,0,2,1,0,7,9,2,0,65.0,0,0
1,0,2,2,1,0,56,9,0,0,185.0,0,0
2,0,2,4,1,0,118,11,1,0,86.67,1,0
2,0,1,2,1,0,142,6,0,0,107.0,0,0
2,0,0,1,0,0,1,12,1,0,140.0,2,0
2,0,0,3,1,0,133,7,1,0,105.3,2,0
1,0,0,3,1,0,6,7,2,1,65.0,0,0
2,0,0,2,2,0,39,8,0,0,101.5,0,0
2,0,1,2,2,0,98,11,1,0,124.2,1,0
1,0,0,2,2,0,346,9,0,0,90.0,0,0
1,0,0,2,1,0,44,3,1,0,103.95,0,0
2,0,2,2,0,0,87,4,1,0,80.75,2,0
2,0,1,3,1,0,43,12,1,0,88.4,1,0
2,0,1,3,0,0,77,11,1,0,74.8,3,0
2,0,0,2,2,0,39,8,0,0,101.5,0,0
2,0,1,2,1,0,189,3,0,0,60.0,1,0
1,0,2,6,1,0,51,9,1,0,69.12,1,0
2,0,1,4,2,0,49,12,1,0,145.61,1,0
2,0,1,0,0,0,0,10,1,0,140.0,0,0
2,0,0,1,1,0,0,11,1,0,95.0,1,0
1,0,0,2,1,0,151,1,0,0,70.0,0,0
2,0,1,2,1,0,123,12,1,0,90.0,2,0
2,0,1,0,0,0,48,4,0,0,80.4,0,0
2,0,0,3,1,0,16,4,1,0,105.82,1,0
2,0,0,2,1,0,5,10,1,0,190.0,2,0
2,0,1,4,1,0,33,2,1,0,80.82,1,0
2,0,0,3,1,0,143,8,0,0,100.0,0,0
2,0,0,2,1,0,20,2,1,0,67.22,2,0
1,0,0,2,1,0,1,1,1,0,71.2,0,0
2,0,1,2,1,0,40,6,0,0,85.5,0,0
2,0,0,2,2,0,80,10,0,0,136.0,0,0
1,0,0,2,0,0,14,11,1,0,134.75,1,0
2,0,0,1,1,0,41,6,0,0,85.6,0,0
2,0,0,4,0,0,14,12,1,0,77.78,1,0
2,0,0,1,0,0,0,9,1,0,180.0,0,0
2,0,0,2,0,0,53,9,1,0,89.1,2,0
1,0,0,1,1,0,12,12,2,1,79.0,1,0
2,0,0,3,1,0,49,3,1,0,89.3,1,0
2,0,1,2,1,0,31,9,0,0,75.0,0,0
1,0,0,1,1,0,5,10,2,0,65.0,0,0
2,0,0,1,0,1,0,10,1,0,161.0,1,0
1,0,0,1,1,0,8,3,1,0,80.08,1,0
2,0,1,2,1,0,68,10,1,0,132.3,3,0
1,0,2,1,1,0,2,8,2,1,65.0,0,0
2,0,1,2,1,0,59,11,0,0,75.0,1,0
1,0,0,1,1,0,7,8,2,1,65.0,0,0
2,0,0,2,1,0,22,6,1,0,108.57,1,0
2,0,1,3,1,0,105,5,1,0,119.85,1,0
2,0,0,2,2,0,63,9,0,0,116.0,0,0
2,0,0,2,1,0,47,11,1,0,105.5,1,0
2,0,2,5,1,0,7,9,1,0,111.71,2,0
2,0,2,0,0,0,9,8,1,0,153.0,2,0
1,0,2,2,1,0,124,11,1,0,146.03,3,0
2,0,0,2,1,0,86,9,0,0,105.0,0,0
2,0,1,3,1,0,66,10,1,0,89.25,2,0
2,0,0,3,1,0,43,1,0,0,60.0,0,0
2,0,0,3,0,0,9,11,1,0,155.0,1,0
2,0,0,4,1,0,7,12,1,0,99.88,0,0
2,0,0,1,1,0,1,7,1,0,111.0,0,0
2,0,0,1,1,0,22,8,0,0,75.0,0,0
2,1,0,2,1,0,7,11,4,0,0.0,2,0
2,0,0,1,0,0,3,1,1,0,67.5,0,0
1,0,0,1,1,1,2,4,2,1,67.0,0,0
1,0,0,2,1,0,23,9,1,0,104.5,0,0
2,0,1,0,1,0,3,10,1,0,195.0,2,0
2,0,0,1,1,0,27,6,0,0,120.0,0,0
2,0,1,4,1,0,111,8,1,0,76.5,0,0
1,0,2,1,1,0,1,9,1,0,170.0,1,0
2,0,2,2,1,1,190,7,1,0,99.95,1,0
2,1,0,2,1,0,91,7,1,0,126.0,2,0
1,0,1,2,1,0,199,11,0,0,63.75,1,0
2,0,0,3,1,0,43,12,0,0,118.0,0,0
2,0,1,2,1,0,54,11,1,0,96.0,1,0
1,0,0,2,1,0,107,6,0,0,120.0,0,0
1,0,0,4,1,0,6,12,1,0,110.5,3,0
2,1,0,1,1,1,1,6,1,0,168.0,2,0
2,0,0,2,0,0,35,3,1,0,71.1,0,0
1,0,0,1,1,0,1,7,0,0,93.0,0,0
2,0,1,5,1,0,82,9,0,0,95.0,0,0
2,0,1,0,1,0,263,9,0,0,67.0,0,0
2,0,1,3,0,0,63,3,1,0,63.75,1,0
2,0,0,2,1,0,2,11,1,0,111.0,1,0
2,0,2,1,1,1,9,8,1,0,125.27,1,0
2,0,1,4,1,0,109,11,1,0,97.75,2,0
2,0,1,0,0,0,76,11,1,0,79.2,2,0
2,0,2,1,1,0,102,1,0,0,40.67,0,0
2,0,1,2,1,0,224,10,0,0,65.0,0,0
1,0,2,0,1,0,0,9,4,0,0.0,0,0
2,0,1,4,1,0,57,5,1,0,119.85,1,0
3,0,0,1,1,0,32,3,1,0,168.3,2,0
1,0,0,2,0,0,34,10,1,0,109.0,1,0
2,0,2,4,0,0,1,2,1,0,79.0,0,0
2,0,0,1,2,0,83,9,0,0,112.2,0,0
2,0,0,2,3,0,5,3,4,0,0.0,0,0
1,0,0,1,1,0,2,11,0,0,95.0,0,0
2,0,0,1,1,0,3,4,1,0,101.0,2,0
1,0,0,2,1,0,32,11,0,0,73.0,0,0
1,0,0,1,1,0,26,11,2,1,88.0,1,0
2,0,1,5,2,0,94,3,0,0,110.75,1,0
2,0,0,1,1,0,13,1,1,0,97.0,1,0
3,0,0,3,1,0,12,3,1,0,133.33,0,0
2,0,2,1,1,0,24,12,1,0,137.33,1,0
2,0,0,2,2,0,74,9,0,0,109.0,0,0
2,0,0,4,1,0,7,10,1,0,160.0,1,0
3,0,1,2,1,0,32,5,1,0,184.99,2,0
1,0,2,2,1,0,7,6,1,0,112.5,1,0
1,0,0,1,1,0,3,3,1,0,95.0,0,0
1,0,2,1,1,0,12,8,1,0,112.42,1,0
2,1,0,1,1,0,121,8,4,0,0.0,3,0
1,0,0,1,1,0,1,10,0,0,96.0,0,0
2,1,1,2,1,0,224,10,0,0,65.0,1,0
1,0,0,1,1,0,1,12,2,1,75.0,0,0
0,2,0,2,1,0,66,10,1,0,108.0,1,0
2,0,2,2,1,0,151,6,1,0,77.23,1,0
3,0,2,5,1,0,69,7,0,0,88.4,1,0
2,0,1,1,1,1,66,3,1,0,114.3,1,0
2,2,0,1,1,0,45,8,1,0,207.9,2,0
2,0,2,5,1,0,21,12,1,0,90.1,1,0
